"name","quantity","ilosc","description","photo_url","wysokosc","szerokosc","glebokosc","data_wyjazdu","stan","updatedat","linknadysk","category","updatedby","deviceid","stoisko"
"A01","Barowa","1","inne pliki na google drive","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1770880820/lada_barowa_vegdeb.png","102.5","190","80",,"0","2026-02-12T07:40:51.294Z","https://drive.google.com/drive/folders/1UofFoPUub3g7KOhu1q4ADXaE0_vkX7FG?usp=drive_link","LADY","admin","DEV-8R8981","Bilologikal CPHI"
"A02","Recepcija","1","inne pliki na google drive 3.11.25","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1770880838/lada_recepcija_pwdmao.png","100","140","100",,"0","2026-02-12T07:40:44.526Z","https://drive.google.com/drive/folders/1nDdWHMzgB9svabPe31XIhMZ1qIGLt3PR?usp=drive_link","LADY","admin","DEV-8BVSFD","Biologikal CPHI"
"A03","Recepcija + Stoly","1","inne pliki na google drive 3.11.25","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1770881726/lada_cybq2l.png","100","140","140",,"0","2026-02-12T07:42:38.255Z","https://drive.google.com/drive/folders/1frgvqtz4UjaEMNUDRGOZ6uj6zLuXw9e_?usp=drive_link","LADY","admin","DEV-NJH0NO","Medialux CPHI"
"A04","Lada (CPHI)","1","Pliki na google drive 7.11.25","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1770882405/lada1_tlh84x.png","100","165","204",,"0","2026-02-12T07:47:14.878Z","https://drive.google.com/drive/folders/1cJe-uJvPKECWJWaXs5og5VOTZNb7mhTe?usp=drive_link","LADY","admin","DEV-4GMQC2","Colorkon"
"A05","dwie lady i fryz","1","dwie lady i fryz wszystko na google drive","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1770882546/lada_2_ahko3p.png","0","0","0",,"0","2026-02-12T07:49:58.991Z","https://drive.google.com/drive/folders/1b143ND4w6lPni64rqHDnsKj-mqPwVhYC?usp=drive_link","LADY","admin","DEV-D494XH","Univar CPHI"
"E001","Ekspres de'longhi",,"kremowy na małe kapsułki Nespresso","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1752488643/E001_z7ubf7.jpg",,,,"Plant Lipids","Wyjechało",,"https://drive.google.com/drive/folders/1P_uJdgYSS6C9x7fCsbER5N0vEL6JecoI?usp=drive_link","Ekspresy",,,
"E002","Ekspres de'longhi",,"ocena 5/5 nowy Ekspres de'longhi srebrny z młynkiem i pieniaczem mleka","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1752651884/E002_qkvqwt.jpg",,,,"*tutaj musisz wpisać date*","Nie wiadomo(tymczasowo)",,"https://drive.google.com/drive/folders/1rh13e_g_WO7AXWTTQgu46QbhrDg55KQp?usp=drive_link","Ekspresy",,,
"E003","Ekspres de'longhi",,"ocena 5/5 nowy Ekspres de'longhi srebrny z młynkiem i pieniaczem mleka","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1759999413/E003_bopmp5.jpg",,,,"*tutaj musisz wpisać date*","Nie wiadomo(tymczasowo)",,"https://drive.google.com/drive/folders/1ZU2dI1ih4XGBmXre4Ddw_JWxvALm6usP?usp=drive_link","Ekspresy",,,
"E004","Ekspres Philips",,"ocena 5/5 nowy Ekspres Philips czarny z młynkiem i spieniaczem mleka","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1752651885/E004_o8ixlz.jpg",,,,"*tutaj musisz wpisać date*","Nie wiadomo(tymczasowo)",,"https://drive.google.com/drive/folders/1mXjacHmV_T1UHo0kxCSrL5DE_F3UYvAb?usp=drive_link","Ekspresy",,,
"E005","Ekspres de'longhi",,"ocena 5/5 Ekspres de'longhi magnifica start czarny z młynkiem i pieniaczem mleka","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1759999409/E005_pwnc8y.jpg",,,,"*tutaj musisz wpisać date*","Nie wiadomo(tymczasowo)",,"https://drive.google.com/drive/folders/1Uit9SmNKWP13slbcMixPaqrO54Z3soXa?usp=drive_link","Ekspresy",,,
"E006","LavAzza A Modo Mio model LM 950","0","ocena 4/5 nowy Ekspres na indywidualne kapsułki LavAzza A Modo Mio model LM 950 kremowy brak szklanego kubka do spieniania mleka element plastikowy jest","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1752655967/E006_d1snvz.jpg","0","0","0",,"0","2026-01-26T19:50:16.922Z","https://drive.google.com/drive/folders/11gOXXtdHa6OlMcU8m712R6nJqrqvW05r?usp=drive_link","Ekspresy","admin","DEV-L4Z992",""
"E007","Ekspres de'longhi",,"ocena 5/5 ekspres czarny De'Longhi Nespresso na małe kapsułki","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1752667421/E007_jv2ps5.jpg",,,,"*tutaj musisz wpisać date*","Nie wiadomo(tymczasowo)",,"https://drive.google.com/drive/folders/1539OjOZX3t-gT8R6FQopi9YGoyXDj9UX?usp=drive_link","Ekspresy",,,
"E008","Ekspres de'longhi",,"ocena 5/5 ekspres czarny De'Longhi Nespresso na małe kapsułki","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1759999410/e008_wztul3.jpg",,,,"*tutaj musisz wpisać date*","Nie wiadomo(tymczasowo)",,"https://drive.google.com/drive/folders/1oExTfP7RaV3T4xdgDZncwy8NVQ0gLoMw?usp=drive_link","Ekspresy",,,
"E009","Ekspres de'longhi",,"ocena 5/5 ekspres czarny De'Longhi Nespresso na małe kapsułki","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1759999410/E009_nl8orr.jpg",,,,"Amimon INC (Rocoto) 17-20.11","Wyjechało",,"https://drive.google.com/drive/folders/1JUpZ0Y1qjzzoI2490rwOcN_nG4onzr62?usp=drive_link","Ekspresy",,,
"E010","Nespresso",,"ocena 5/5 ekspres czerwony Nespresso na małe kapsułki","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760528595/E010_qzacky.jpg",,,,"*tutaj musisz wpisać date*","Nie wiadomo(tymczasowo)",,"https://drive.google.com/drive/folders/1uQJuQLrdwUdB-YXsLiZo9SiBRkQ7YX00?usp=drive_link","Ekspresy",,,
"E011","Ekspres de'longhi",,"ocena 5/5 ekspres czarny De'Longhi Nespresso na małe kapsułki      SKU:55N0000078-S660504","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1759999409/E011_qxuhw5.jpg",,,,"*tutaj musisz wpisać date*","Nie wiadomo(tymczasowo)",,"https://drive.google.com/drive/folders/15Bkn156JiC-LLJ5sNeW_lx870Zo86qap?usp=drive_link","Ekspresy",,,
"E012","Ekspres DELONGHI Magnifica Start (na ziarna)","1","","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1770878925/Ekspres_012_qtbk7l.jpg","0","0","0",,"0","2026-02-12T06:50:02.777Z","","Ekspresy","admin","DEV-OYS9NP",""
"E013","1","1","Nie wiadomo","","0","0","0",,"0","2026-02-12T06:56:45.628Z","","Ekspresy","admin","DEV-COVZNS",""
"E014","nwm","1","Nie wiadomo","","0","0","0",,"0","2026-02-12T06:57:14.149Z","","Ekspresy","admin","DEV-E3DWUH",""
"E015","Ekspres DELONGHI Nespresso Inissia EN80-B Czarny","1","12.02.26 Sprawdzony","https://prod-api.mediaexpert.pl/api/images/gallery_500_500/thumbnails/images/74/745778/Ekspres-DELONGHI-Nespresso-Inissia-EN80B-Czarny-skos.jpg","0","0","0",,"0","2026-02-12T06:45:54.270Z","","Ekspresy","admin","DEV-U9288M",""
"E016","Ekspres na kapsułki DeLonghi DolceGusto Piccolo","1","12.02.26 Do Sprawdzenia","https://f00.esfr.pl/foto/5/173388162225/e3c810682cea6974bd82faaee2e37668/delonghi-dolcegusto-piccolo-xs-edg210a-,173388162225_5.webp","0","0","0",,"0","2026-02-12T06:46:57.840Z","","Ekspresy","admin","DEV-RY2VM3",""
"E017","na ziarna","1","na ziarna 18.02","","0","0","0",,"0","2026-02-18T15:02:03.724Z","","Ekspresy","hilvait","DEV-6ZX6D6",""
"E019","De'Longhi Magnifica S (na ziarna)","1","","https://dam.delonghi.com/902x902/assets/252896","0","0","0",,"0","2026-02-12T06:56:30.973Z","","Ekspresy","admin","DEV-277CLB",""
"E020","Saeco",,"ocena 4,5/5 ekspres czarny Saeco z młynkiem","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1759999410/E020_uwsead.jpg",,,,"*tutaj musisz wpisać date*","Nie wiadomo(tymczasowo)",,"https://drive.google.com/drive/folders/1rHniG79lVNDM1mECTSIvVR-h0c8ZerYc?usp=drive_link","Ekspresy",,,
"K001","0","35","Spider","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1753082809/K001_b7wqk3.jpg","11","0","0",,"0","2026-02-03T21:14:28.108Z","https://drive.google.com/drive/folders/1-X0Kc4VF9CfYq7oRonD_II3ss2nHqSeX?usp=drive_link","Krzesla","hilvait","DEV-HD1QME",""
"K002","11","18","Hoker IFFEL","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760511843/eiffel_ig1fya.jpg","11","0","0",,"0","2026-02-03T20:56:12.923Z","https://drive.google.com/drive/folders/1lm6CHpevgly2v0K4sUQBde_W5OGq5KTL?usp=drive_link","Krzesla","hilvait","DEV-AGNZ9G",""
"K003","0","38","Hoker Monti","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1753082809/K003_les0km.jpg",,,,,,,"https://drive.google.com/drive/folders/14Gxgvc2qgxAQJd9yqqEE7P2_M5whoPNc?usp=drive_link","Krzesla",,,
"K004","0","12","Hoker Leya","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1753082810/K004_ofp7py.png",,,,,,,"https://drive.google.com/drive/folders/1CSrOhCtw8I5H63eMP3R4Ph8qoQhkRJUx?usp=drive_link","Krzesla",,,
"K010","0","14","IKEA szkladane","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1753082811/K010_olhyny.jpg",,,,,,,"https://drive.google.com/drive/folders/1lz-JewpXFMCVuiMX32u6kHGH2Q9ZZfQq?usp=drive_link","Krzesla",,,
"K011","0","13","Fotel MAXI","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760516485/K011_qc5mm6.png",,,,,,,"https://drive.google.com/drive/folders/11uC09tJlmGLK_fkJMpkPmHbE0tK-OdOb?usp=drive_link","Krzesla",,,
"K012","0","4","Hoker Design","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760516567/K012_pn8pi2.png",,,,,,,,"Krzesla",,,
"K013","0","16","Hoker HIACYNT","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760516664/K013_fm92qo.png",,,,,,,,"Krzesla",,,
"K014","0","22","Monti","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760516758/K014_wlneos.png",,,,,,,,"Krzesla",,,
"K015","0","3","EIFFEL","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760517008/K015_ckkomn.png",,,,,,,,"Krzesla",,,
"K016","0","12","Podobne Zielone","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760517008/K016_x1dbse.png",,,,,,,,"Krzesla",,,
"K017","0","6","MIA","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760517011/K017_yujghm.png",,,,,,,,"Krzesla",,,
"K019","0","9","Krokus","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760517012/K019_r2brtu.png",,,,,,,,"Krzesla",,,
"K020","0","15","BILBAO","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760516996/bilbao_dje3is.jpg",,,,,,,,"Krzesla",,,
"K021","0","15","LOFT","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760517015/LOFTbig_acj8mx.jpg",,,,,,,,"Krzesla",,,
"L001","Szklana","1","ocena 4,5/5 czarna płaskie półki wymiary:  wysokość 83,2 cm szerokość 43,2 cm  głębokość 48 cm","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760089972/L001_ld0nd0.jpg","83,2","43,2","48","2026-01-14","Wyjechało",,"https://drive.google.com/drive/folders/1_-d184uAreT8Y06nxk3ouP6jaYMEkFYm?usp=drive_link","Lodowki",,,
"L002","Zamrażarka","1","ocena 5/5 nowa z Londynu biała chłodziarko-zamrażarka podblatowa  Wymiary: wysokość 84 szerokość cm 47,5 głębokość cm 45,5","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760089971/L002_cp59zt.jpg","84","47.5","45.5","2026-01-14","0","2026-02-12T07:15:46.254Z","https://drive.google.com/drive/folders/1a4ekhrdCueDEGKyXISAe9J62QZgudQuY?usp=drive_link","Lodowki","admin","DEV-O3NZTM",""
"L003","Mala","1","3/5 biała lodówka podblatowa  Wymiary: wysokość 83 szerokość cm 45,5 głębokość cm 45,5","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1752486224/L006_vu7tlg.jpg","83","45,5","45,5","2026-01-14","Na stanie",,"https://drive.google.com/drive/folders/1AV3RIdLiYumP6TJG3yLCiPGbfB4qLQeo?usp=drive_link","Lodowki",,,
"L004","Zamrażarka","1","ocena 3,5/5 srebrna Candy srebrna lodówko-zamrazarka podblatowa w środku ok z zewnątrz trochę poobijana Wymiary: wysokość 84,5 cm  szerokość 47,5 cm głębokość 44 cm","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760089972/L004_wge37a.jpg","84,5","47,5","44","2026-01-14","Wyjechało",,"https://drive.google.com/drive/folders/1FMggCrGa1pzAftGEWiCrwlpKeoHh7Hxd?usp=drive_link","Lodowki",,,
"L005","Zamrażarka","1","4,5/5  zamrażarka beko biała aktualnie oklejona czarną folią podblatowa w środku ok z zewnątrz ok Wymiary:  wysokość 84,5 cm  szerokość 55 cm głębokość 58,5 cm lekko uszkodzona na wierzchu","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760089972/L005_kkynpm.jpg","84,5","55","58,5","2026-01-14","Nie wiadomo(tymczasowo)",,"https://drive.google.com/drive/folders/1hheEmtOdVoYq7kivIXs368qukwfb3nf2?usp=drive_link","Lodowki",,,
"L006","Szklana","1","L006 ocena 5/5  lodówka szklana czarna płaskie półki podblatowa Wymiary: wysokość 83,5 cm szerokość 43,5 cm głębokość 48 cm","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760089973/L006_s1p8aw.jpg","83,5","43,5","48","2026-01-14","Nie wiadomo(tymczasowo)",,"https://drive.google.com/drive/folders/1kgxFWEk9qK2A3lBSD_lqwncMGhHLNWFU?usp=drive_link","Lodowki",,,
"L007","Szklana","1","ocena 4,5/5  lodówka szklana czarna płaskie półki podblatowa Lekko z boku porysowana Wymiary: wysokość 83,5 cm szerokość 43,5 cm głębokość 48 cm","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760091160/l007_1_izwxxn.jpg","83,5","43,5","48","2026-01-14","Nie wiadomo(tymczasowo)",,"https://drive.google.com/drive/folders/1STHLCUHPtB3q9kbpnTbCeMtjIn-FhJUA?usp=drive_link","Lodowki",,,
"L008","Szklana","1","ocena 4/5 lodówka srebrna szklana exquisit
 Wymiary: 
 wysokość 91 cm 
 szerokość 60,5 cm głębokość 53 cm","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760089976/L008_hwsgwu.jpg","91","60.5","53","2026-01-14","0","2026-02-12T07:13:49.617Z","https://drive.google.com/drive/folders/1xaRwRW5mQmuRBXw1KcsseOWXZIhvYN3c?usp=drive_link","Lodowki","admin","DEV-8IWBN7",""
"L009","Mala","1","nie sprawne drzwi do naprawy",,,,,"2026-01-14","Na stanie",,,"Lodowki",,,
"L010","Zamrażarka","1","ocena 3/5 biała malowana lodówko-zamrazarka podblatowa w środku ok z zewnątrz złamany blat w 2 miejscach 
 Wymiary: 
 wysokość 85 cm 
 szerokość 48 cm głębokość 50,5 cm","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760089976/L010_badjwj.jpg","85","48","50,5","2026-01-14","Wyjechało",,"https://drive.google.com/drive/folders/15bhV6TrtBG9kAEWzdmcW_8HZrg45n8oz?usp=drive_link","Lodowki",,,
"L012","Szklana","1","ocena 5/5 czarno srebrna lodówka na wina podblatowa Wymiary:  wysokość 75 cm  szerokość 43 cm głębokość 45,5 cm","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1752651886/L012_h8lrah.jpg","75","43","45,5","2026-01-14","Na stanie",,"https://drive.google.com/drive/folders/12ZYeDdqUOs53c5nNvwB-ZXMeO0Hw2EUc?usp=drive_link","Lodowki",,,
"L013","Zamrażarka","1","4,5/5  zamrażarka Severin biała malutka w środku ok z zewnątrz ok
 Wymiary: 
 wysokość 51 cm 
 szerokość 44 cm głębokość 47 cm","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760089980/L013_eh9ujs.jpg","51","44","47","2026-01-14","Nie wiadomo(tymczasowo)",,"https://drive.google.com/drive/folders/1hzS-uh5zuY2K-a6Mmx7j2MlQ45qpZ9v7?usp=drive_link","Lodowki",,,
"L013(2)","Szklana","0","ocena 4,5/5  lodówka szklana czarna po piwie BECK'S płaskie półki podblatowa 
 Wymiary: 
 wysokość 84,5 cm 
 szerokość 54,5 cm głębokość 55 cm","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760089977/L013_2_st2kuu.jpg","84,5","54,5","55","2026-01-14","0","2026-01-28T21:01:24.645Z","https://drive.google.com/drive/folders/1fxEUZ59XTVxYke7W2e18K4ivi7_Ozd98?usp=drive_link","Lodowki","admin","DEV-U2IIUW",""
"L014","Szklana","1","ocena 4,5/5  lodówka szklana czarna CANDY płaskie półki może być na wina podblatowa 
 Lekko z góry porysowana
 Wymiary: 
 wysokość 84 cm 
 szerokość 49,5 cm głębokość 55 cm","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760089981/L014_fjy40d.jpg","84","49,5","55","2026-01-14","Nie wiadomo(tymczasowo)",,"https://drive.google.com/drive/folders/1BqmsJFEYXEpu4DIOEfhZdr8BmZC92y6q?usp=drive_link","Lodowki",,,
"L015","Szklana","1",,"https://res.cloudinary.com/dxcwqo6bm/image/upload/v1761811690/L017_mxvrii.jpg","84","43","48","2026-01-14","Nie wiadomo(tymczasowo)",,,"Lodowki",,,
"L016","Szklana","1",,"https://res.cloudinary.com/dxcwqo6bm/image/upload/v1761811690/L017_mxvrii.jpg","84","43","48","2026-01-14","Nie wiadomo(tymczasowo)",,,"Lodowki",,,
"L017","Szklana","1",,"https://res.cloudinary.com/dxcwqo6bm/image/upload/v1761811690/L017_mxvrii.jpg","84","43","48","11/26/25, 2:01 AM","Nie wiadomo(tymczasowo)",,,"Lodowki",,,
"L018","Mala","1",,"https://res.cloudinary.com/dxcwqo6bm/image/upload/v1761811690/L018_guvqzi.jpg","83.2","55","57","12/1/25, 0:57","Wyjechało",,,"Lodowki",,,
"L019",,"1","Sprawdzona ale niema zdjęcia",,,,,"12/1/25, 0:56","Wyjechało",,,"Lodowki",,,
"L020","Chłodziarka","1","","https://mpm.pl/2742-large_default/-chlodziarka-mpm-90-cj-27.webp","0","0","0",,"1","2026-02-12T07:13:22.752Z","https://drive.google.com/drive/folders/1MXeNKsMKNr_XWY5zMruRsicXdMUjSLl5?usp=drive_link","Lodowki","admin","DEV-7GZ8JA",""
"L040","Duża","1","ocena 4/5 srebrna Beko 2 drzwiowa podblatowa w środku ok z zewnątrz trochę podrapana
 Wymiary: 
 wysokość 180 cm 
 szerokość 54,5 cm głębokość 58,5 cm","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1755852996/WhatsApp_Image_2025-08-22_at_08.46.10_hgg0vr.jpg","180","54,5","58,5","12/1/25, 1:05","Wyjechało",,"https://drive.google.com/drive/folders/13FVtoq8anRQXW_ojqn-H7-Kyim3Sg9Wd?usp=drive_link","Lodowki",,,
"L041","Duża","1","biala sama lodówka 1 drzwiowa 
 w środku 4/5 inna szuflada
 z zewnątrz poobijana 3/5
 Wymiary: 
 wysokość 170 cm 
 szerokość 60,5 cm głębokość 62 cm","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1755853006/WhatsApp_Image_2025-08-22_at_10.35.12_rr7qvz.jpg","170","60,5","62","11/26/25, 2:01 AM","Na stanie",,"https://drive.google.com/drive/folders/15Wo8s636l5ZTggnrSwZ2l1PD-5A2Mh7i?usp=drive_link","Lodowki",,,
"L042","Mala","1",,,,,,"12/1/25, 0:57","Wyjechało",,,"Lodowki",,,
"L043",,"1",,,,,,"11/26/25, 2:01 AM",,,,"Lodowki",,,
"L060","Szklana","1","ocena 4/5 biala szklana sama lodówka Electrolux 
 w środku 4/5 inna szuflada
 Wymiary: 
 wysokość 154,5 cm 
 szerokość 60 cm głębokość 61 cm + uchwyt 3,5
 
 46 głębokość
 52 szerokość
 138 wysokość
 W cm wymiary wewnętrzne","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760089984/L060_d16lpz.jpg","154,5","60","61","12/1/25, 0:57","Wyjechało",,"https://drive.google.com/drive/folders/1jntvhnHEksIo6nh3v5Mv_6r17-FR4xhh?usp=drive_link","Lodowki",,,
"L092","Szklana","1","ocena nowa  lodówka szklana czarna płaskie półki podblatowa 
 Wymiary: 
 wysokość 83,5 cm 
 szerokość 43,5 cm głębokość 48 cm","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760091160/l007_1_izwxxn.jpg","83,5","43,5","48","11/26/25, 2:01 AM","Nie wiadomo(tymczasowo)",,,"Lodowki",,,
"L093","Szklana","1","ocena nowa  lodówka szklana czarna płaskie półki podblatowa 
 Wymiary: 
 wysokość 83,5 cm 
 szerokość 43,5 cm głębokość 48 cm","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1760091160/l007_1_izwxxn.jpg","83,5","43,5","48","11/26/25, 2:01 AM","Nie wiadomo(tymczasowo)",,,"Lodowki",,,
"L094","Duża","1","nowa","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1759999412/L094_wf3k56.jpg","150","50","52","11/26/25, 2:01 AM","Na stanie",,"https://drive.google.com/drive/folders/1LHhxROJtx3EElumLaiaADJ-w98-4BKUy?usp=drive_link","Lodowki",,,
"L095","Duża","1","ocena 4.5 male ślady","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1759999413/L095_a4efot.jpg","182","55","58","12/1/25, 1:05","Wyjechało",,"https://drive.google.com/drive/folders/1eAdPSm6pRx4VA0bsTWzZUR0zPoVWYiVq?usp=drive_link","Lodowki",,,
"L096","Duża","1","ocena 4.5 male ślady, kupione na Givaudana","https://res.cloudinary.com/dxcwqo6bm/image/upload/v1759999413/L096_hu4grm.jpg","185","58","71","2025-11-27","0","2026-02-12T07:07:09.557Z","https://drive.google.com/drive/folders/1I2gTAsHdWgru66BW7FL27TyQAFAxxNlF?usp=drive_link","Lodowki","admin","DEV-KUEOPG",""
